ID,Country,Region,State_Region,LGA_District,long,lat,trial_ID,trial_Code,plotID,treat,rootYield_t_ha,harvestYear,harvestMonth,harvestDate,Hdate,plantingDate,plantYear,plantMonth,plantDate
1,Nigeria,SE Nigeria,Cross River,Yala,8.7448,6.6931,ACTLNG000049,NOT-2,ACPONG014252,PK,24.7375,2018,8,30,30/08/2018,19/06/2017,2017,6,19
2,Nigeria,SE Nigeria,Cross River,Yala,8.7448,6.6931,ACTLNG000049,NOT-2,ACPONG014406,NPK,29.74166667,2018,8,30,30/08/2018,19/06/2017,2017,6,19
3,Nigeria,SE Nigeria,Cross River,Yala,8.7449,6.6931,ACTLNG000049,NOT-2,ACPONG010787,half_NPK,28.05833333,2018,8,30,30/08/2018,19/06/2017,2017,6,19
4,Nigeria,SE Nigeria,Cross River,Yala,8.7448,6.6931,ACTLNG000049,NOT-2,ACPONG014254,NP,32.9875,2018,8,30,30/08/2018,19/06/2017,2017,6,19
5,Nigeria,SE Nigeria,Cross River,Yala,8.7448,6.6931,ACTLNG000049,NOT-2,ACPONG014251,NPK,33.9125,2018,8,30,30/08/2018,19/06/2017,2017,6,19
6,Nigeria,SE Nigeria,Cross River,Yala,8.7449,6.6931,ACTLNG000049,NOT-2,ACPONG010788,NK,32.05,2018,8,30,30/08/2018,19/06/2017,2017,6,19
7,Nigeria,SE Nigeria,Cross River,Yala,8.7448,6.6931,ACTLNG000049,NOT-2,ACPONG014253,NPK_micro,30.9625,2018,8,30,30/08/2018,19/06/2017,2017,6,19
8,Nigeria,SE Nigeria,Cross River,Yala,8.7448,6.6931,ACTLNG000049,NOT-2,ACPONG014405,CON,21.35833333,2018,8,30,30/08/2018,19/06/2017,2017,6,19
9,Nigeria,SE Nigeria,Cross River,Yala,8.7391,6.6922,ACTLNG000050,NOT-1,ACPONG014550,NPK,28.35,2018,8,30,30/08/2018,19/06/2017,2017,6,19
10,Nigeria,SE Nigeria,Cross River,Yala,8.7391,6.6922,ACTLNG000050,NOT-1,ACPONG014548,PK,28.37083333,2018,8,30,30/08/2018,19/06/2017,2017,6,19
11,Nigeria,SE Nigeria,Cross River,Yala,8.7391,6.6922,ACTLNG000050,NOT-1,ACPONG014429,NPK_micro,28.825,2018,8,30,30/08/2018,19/06/2017,2017,6,19
12,Nigeria,SE Nigeria,Cross River,Yala,8.7391,6.6922,ACTLNG000050,NOT-1,ACPONG014549,half_NPK,30.5875,2018,8,30,30/08/2018,19/06/2017,2017,6,19
13,Nigeria,SW Nigeria,Oyo,Ido,3.6789,7.5,ACTLNG000093,NOT-1,ACPONG002151,NPK,27.449375,2017,7,12,12/07/2017,15/07/2016,2016,7,15
14,Nigeria,SW Nigeria,Oyo,Ido,3.6789,7.5,ACTLNG000093,NOT-1,ACPONG002314,half_NPK,8.7275,2017,7,12,12/07/2017,15/07/2016,2016,7,15
15,Nigeria,SW Nigeria,Oyo,Ido,3.6789,7.5,ACTLNG000093,NOT-1,ACPONG002161,NPK,11.27875,2017,7,12,12/07/2017,15/07/2016,2016,7,15
16,Nigeria,SW Nigeria,Oyo,Ido,3.6789,7.5,ACTLNG000093,NOT-1,ACPONG000826,CON,18.47,2017,7,12,12/07/2017,15/07/2016,2016,7,15
17,Nigeria,SW Nigeria,Oyo,Ido,3.6789,7.5,ACTLNG000093,NOT-1,ACPONG002304,NPK_micro,20.253125,2017,7,12,12/07/2017,15/07/2016,2016,7,15
18,Nigeria,SW Nigeria,Oyo,Ido,3.6789,7.5,ACTLNG000093,NOT-1,ACPONG002171,PK,12.49625,2017,7,12,12/07/2017,15/07/2016,2016,7,15
19,Nigeria,SW Nigeria,Oyo,Ido,3.6397,7.5237,ACTLNG000131,NOT-1,ACPONG001872,half_NPK,16.270625,2017,5,17,17/05/2017,15/07/2016,2016,7,15
20,Nigeria,SW Nigeria,Oyo,Ido,3.6397,7.5237,ACTLNG000131,NOT-1,ACPONG001832,PK,5.971875,2017,5,17,17/05/2017,15/07/2016,2016,7,15
21,Nigeria,SW Nigeria,Oyo,Ido,3.6397,7.5237,ACTLNG000131,NOT-1,ACPONG001842,NK,29.4975,2017,5,17,17/05/2017,15/07/2016,2016,7,15
22,Nigeria,SW Nigeria,Oyo,Ido,3.6397,7.5237,ACTLNG000131,NOT-1,ACPONG001852,NP,29.8425,2017,5,17,17/05/2017,15/07/2016,2016,7,15
23,Nigeria,SW Nigeria,Oyo,Ido,3.6397,7.5237,ACTLNG000131,NOT-1,ACPONG001812,NPK,29.319375,2017,5,17,17/05/2017,15/07/2016,2016,7,15
24,Nigeria,SW Nigeria,Oyo,Ido,3.6397,7.5237,ACTLNG000131,NOT-1,ACPONG001862,NPK_micro,22.440625,2017,5,17,17/05/2017,15/07/2016,2016,7,15
25,Nigeria,SW Nigeria,Oyo,Ido,3.6397,7.5237,ACTLNG000131,NOT-1,ACPONG001822,NPK,36.785625,2017,5,17,17/05/2017,15/07/2016,2016,7,15
26,Nigeria,SW Nigeria,Oyo,Ido,3.6397,7.5237,ACTLNG000131,NOT-1,ACPONG001802,CON,14.55625,2017,5,17,17/05/2017,15/07/2016,2016,7,15
27,Nigeria,SW Nigeria,Oyo,Ido,3.6074,7.5683,ACTLNG000143,NOT-1,ACPONG001480,PK,29.719375,2017,7,12,12/07/2017,15/07/2016,2016,7,15
28,Nigeria,SW Nigeria,Oyo,Ido,3.6074,7.5683,ACTLNG000143,NOT-1,ACPONG001420,NPK,22.71125,2017,7,12,12/07/2017,15/07/2016,2016,7,15
29,Nigeria,SW Nigeria,Oyo,Ido,3.6074,7.5683,ACTLNG000143,NOT-1,ACPONG001520,NPK,48.830625,2017,7,12,12/07/2017,15/07/2016,2016,7,15
30,Nigeria,SW Nigeria,Oyo,Ido,3.6074,7.5683,ACTLNG000143,NOT-1,ACPONG001400,NK,30.550625,2017,7,12,12/07/2017,15/07/2016,2016,7,15
31,Nigeria,SW Nigeria,Oyo,Ido,3.6074,7.5683,ACTLNG000143,NOT-1,ACPONG001440,half_NPK,23.12,2017,7,12,12/07/2017,15/07/2016,2016,7,15
32,Nigeria,SW Nigeria,Oyo,Ido,3.6074,7.5683,ACTLNG000143,NOT-1,ACPONG001430,NPK_micro,34.353125,2017,7,12,12/07/2017,15/07/2016,2016,7,15
33,Nigeria,SW Nigeria,Oyo,Ido,3.6074,7.5683,ACTLNG000143,NOT-1,ACPONG001460,CON,16.97375,2017,7,12,12/07/2017,15/07/2016,2016,7,15
34,Nigeria,SW Nigeria,Oyo,Ido,3.6074,7.5683,ACTLNG000143,NOT-1,ACPONG001450,NP,39.305625,2017,7,12,12/07/2017,15/07/2016,2016,7,15
35,Nigeria,SW Nigeria,Oyo,Ido,3.6421,7.5239,ACTLNG000187,NOT-1,ACPONG000509,NP,23.206875,2017,5,15,15/05/2017,15/07/2016,2016,7,15
36,Nigeria,SW Nigeria,Oyo,Ido,3.6421,7.5239,ACTLNG000187,NOT-1,ACPONG000489,PK,24.1075,2017,5,15,15/05/2017,15/07/2016,2016,7,15
37,Nigeria,SW Nigeria,Oyo,Ido,3.6421,7.5239,ACTLNG000187,NOT-1,ACPONG000519,NPK_micro,29.80625,2017,5,15,15/05/2017,15/07/2016,2016,7,15
38,Nigeria,SW Nigeria,Oyo,Ido,3.6421,7.5239,ACTLNG000187,NOT-1,ACPONG000459,CON,19.419375,2017,5,15,15/05/2017,15/07/2016,2016,7,15
39,Nigeria,SW Nigeria,Oyo,Ido,3.6421,7.5239,ACTLNG000187,NOT-1,ACPONG000479,NPK,29.64125,2017,5,15,15/05/2017,15/07/2016,2016,7,15
40,Nigeria,SW Nigeria,Oyo,Ido,3.6421,7.5239,ACTLNG000187,NOT-1,ACPONG000469,NPK,16.48125,2017,5,15,15/05/2017,15/07/2016,2016,7,15
41,Nigeria,SW Nigeria,Oyo,Ido,3.6421,7.5239,ACTLNG000187,NOT-1,ACPONG000499,NK,16.545,2017,5,15,15/05/2017,15/07/2016,2016,7,15
42,Nigeria,SW Nigeria,Oyo,Ido,3.6421,7.5239,ACTLNG000187,NOT-1,ACPONG000529,half_NPK,14.6075,2017,5,15,15/05/2017,15/07/2016,2016,7,15
43,Nigeria,SW Nigeria,Oyo,Ido,3.6398,7.5229,ACTLNG000195,NOT-1,ACPONG001722,CON,12.478125,2017,5,18,18/05/2017,15/07/2016,2016,7,15
44,Nigeria,SW Nigeria,Oyo,Ido,3.6398,7.5229,ACTLNG000195,NOT-1,ACPONG001752,PK,26.665,2017,5,18,18/05/2017,15/07/2016,2016,7,15
45,Nigeria,SW Nigeria,Oyo,Ido,3.6398,7.5229,ACTLNG000195,NOT-1,ACPONG001762,NK,26.64,2017,5,18,18/05/2017,15/07/2016,2016,7,15
46,Nigeria,SW Nigeria,Oyo,Ido,3.6398,7.5229,ACTLNG000195,NOT-1,ACPONG001792,half_NPK,24.745,2017,5,18,18/05/2017,15/07/2016,2016,7,15
47,Nigeria,SW Nigeria,Oyo,Ido,3.6398,7.5229,ACTLNG000195,NOT-1,ACPONG001782,NPK_micro,19.809375,2017,5,18,18/05/2017,15/07/2016,2016,7,15
48,Nigeria,SW Nigeria,Oyo,Ido,3.6398,7.5229,ACTLNG000195,NOT-1,ACPONG001742,NPK,27.630625,2017,5,18,18/05/2017,15/07/2016,2016,7,15
49,Nigeria,SW Nigeria,Oyo,Ido,3.6398,7.5229,ACTLNG000195,NOT-1,ACPONG001732,NPK,12.765,2017,5,18,18/05/2017,15/07/2016,2016,7,15
50,Nigeria,SW Nigeria,Oyo,Ido,3.6398,7.5229,ACTLNG000195,NOT-1,ACPONG001772,NP,24.869375,2017,5,18,18/05/2017,15/07/2016,2016,7,15
51,Nigeria,SW Nigeria,Osun,Obokun,4.7659,7.8063,ACTLNG000199,NOT-1,ACPONG001740,half_NPK,8.1575,2017,10,24,24/10/2017,15/07/2016,2016,7,15
52,Nigeria,SW Nigeria,Osun,Obokun,4.7659,7.8063,ACTLNG000199,NOT-1,ACPONG002188,PK,27.23,2017,10,24,24/10/2017,15/07/2016,2016,7,15
53,Nigeria,SW Nigeria,Osun,Obokun,4.7659,7.8063,ACTLNG000199,NOT-1,ACPONG001720,NP,28.631875,2017,10,24,24/10/2017,15/07/2016,2016,7,15
54,Nigeria,SW Nigeria,Osun,Obokun,4.7659,7.8063,ACTLNG000199,NOT-1,ACPONG001730,NPK_micro,18.43625,2017,10,24,24/10/2017,15/07/2016,2016,7,15
55,Nigeria,SW Nigeria,Osun,Obokun,4.7659,7.8063,ACTLNG000199,NOT-1,ACPONG002198,CON,39.523125,2017,10,24,24/10/2017,15/07/2016,2016,7,15
56,Nigeria,SW Nigeria,Osun,Obokun,4.7659,7.8063,ACTLNG000199,NOT-1,ACPONG002218,NPK,17.454375,2017,10,24,24/10/2017,15/07/2016,2016,7,15
57,Nigeria,SW Nigeria,Osun,Ede South,4.3829,7.6574,ACTLNG000219,NOT-1,ACPONG002297,NPK_micro,26.084375,2017,7,24,24/07/2017,15/07/2016,2016,7,15
58,Nigeria,SW Nigeria,Osun,Ede South,4.3829,7.6574,ACTLNG000219,NOT-1,ACPONG002147,NPK,33.56125,2017,7,24,24/07/2017,15/07/2016,2016,7,15
59,Nigeria,SW Nigeria,Osun,Ede South,4.3829,7.6574,ACTLNG000219,NOT-1,ACPONG000107,PK,43.555,2017,7,24,24/07/2017,15/07/2016,2016,7,15
60,Nigeria,SW Nigeria,Osun,Ede South,4.3829,7.6574,ACTLNG000219,NOT-1,ACPONG000167,half_NPK,24.42875,2017,7,24,24/07/2017,15/07/2016,2016,7,15
61,Nigeria,SW Nigeria,Osun,Ede South,4.3829,7.6574,ACTLNG000219,NOT-1,ACPONG002007,NPK,27.53,2017,7,24,24/07/2017,15/07/2016,2016,7,15
62,Nigeria,SW Nigeria,Osun,Ede South,4.3829,7.6574,ACTLNG000219,NOT-1,ACPONG002287,NK,26.86375,2017,7,24,24/07/2017,15/07/2016,2016,7,15
63,Nigeria,SW Nigeria,Osun,Ede South,4.3829,7.6574,ACTLNG000219,NOT-1,ACPONG002277,NP,24.52875,2017,7,24,24/07/2017,15/07/2016,2016,7,15
64,Nigeria,SW Nigeria,Osun,Ede South,4.3829,7.6574,ACTLNG000219,NOT-1,ACPONG000157,CON,16.716875,2017,7,24,24/07/2017,15/07/2016,2016,7,15
65,Nigeria,SW Nigeria,Oyo,Ido,3.5752,7.6034,ACTLNG000231,NOT-1,ACPONG001110,NPK,21.444375,2017,5,21,21/05/2017,15/07/2016,2016,7,15
66,Nigeria,SW Nigeria,Oyo,Ido,3.5752,7.6034,ACTLNG000231,NOT-1,ACPONG001140,NP,31.895625,2017,5,21,21/05/2017,15/07/2016,2016,7,15
67,Nigeria,SW Nigeria,Oyo,Ido,3.5752,7.6034,ACTLNG000231,NOT-1,ACPONG001130,NK,23.34125,2017,5,21,21/05/2017,15/07/2016,2016,7,15
68,Nigeria,SW Nigeria,Oyo,Ido,3.5752,7.6034,ACTLNG000231,NOT-1,ACPONG001160,half_NPK,31.648125,2017,5,21,21/05/2017,15/07/2016,2016,7,15
69,Nigeria,SW Nigeria,Oyo,Ido,3.5752,7.6034,ACTLNG000231,NOT-1,ACPONG001150,NPK_micro,21.311875,2017,5,21,21/05/2017,15/07/2016,2016,7,15
70,Nigeria,SW Nigeria,Oyo,Ido,3.5752,7.6034,ACTLNG000231,NOT-1,ACPONG001100,NPK,22.49125,2017,5,21,21/05/2017,15/07/2016,2016,7,15
71,Nigeria,SW Nigeria,Oyo,Ido,3.5752,7.6034,ACTLNG000231,NOT-1,ACPONG001120,PK,8.25875,2017,5,21,21/05/2017,15/07/2016,2016,7,15
72,Nigeria,SW Nigeria,Oyo,Ido,3.5752,7.6034,ACTLNG000231,NOT-1,ACPONG001090,CON,17.480625,2017,5,21,21/05/2017,15/07/2016,2016,7,15
73,Nigeria,SW Nigeria,Osun,Ede South,4.3757,7.6513,ACTLNG000239,NOT-1,ACPONG002177,NPK,11.19625,2017,7,25,25/07/2017,15/07/2016,2016,7,15
74,Nigeria,SW Nigeria,Osun,Ede South,4.3757,7.6513,ACTLNG000239,NOT-1,ACPONG000177,PK,16.511875,2017,7,25,25/07/2017,15/07/2016,2016,7,15
75,Nigeria,SW Nigeria,Osun,Ede South,4.3757,7.6513,ACTLNG000239,NOT-1,ACPONG000187,NP,14.93875,2017,7,25,25/07/2017,15/07/2016,2016,7,15
76,Nigeria,SW Nigeria,Osun,Ede South,4.3757,7.6513,ACTLNG000239,NOT-1,ACPONG002167,NPK,18.485625,2017,7,25,25/07/2017,15/07/2016,2016,7,15
77,Nigeria,SW Nigeria,Osun,Ede South,4.3757,7.6513,ACTLNG000239,NOT-1,ACPONG002307,CON,8.908125,2017,7,25,25/07/2017,15/07/2016,2016,7,15
78,Nigeria,SW Nigeria,Osun,Ede South,4.3757,7.6513,ACTLNG000239,NOT-1,ACPONG000117,NPK_micro,37.14375,2017,7,25,25/07/2017,15/07/2016,2016,7,15
79,Nigeria,SW Nigeria,Osun,Ede South,4.3757,7.6513,ACTLNG000239,NOT-1,ACPONG001837,half_NPK,16.67625,2017,7,25,25/07/2017,15/07/2016,2016,7,15
80,Nigeria,SW Nigeria,Oyo,Ibarapa Central,3.3355,7.4167,ACTLNG000243,NOT-1,ACPONG002212,NPK,11.100625,2017,5,1,01/05/2017,15/07/2016,2016,7,15
81,Nigeria,SW Nigeria,Oyo,Ibarapa Central,3.3355,7.4167,ACTLNG000243,NOT-1,ACPONG002242,half_NPK,6.145,2017,5,1,01/05/2017,15/07/2016,2016,7,15
82,Nigeria,SW Nigeria,Oyo,Ibarapa Central,3.3355,7.4167,ACTLNG000243,NOT-1,ACPONG002232,NP,11.404375,2017,5,1,01/05/2017,15/07/2016,2016,7,15
83,Nigeria,SW Nigeria,Oyo,Ibarapa Central,3.3355,7.4167,ACTLNG000243,NOT-1,ACPONG002202,PK,3.568125,2017,5,1,01/05/2017,15/07/2016,2016,7,15
84,Nigeria,SW Nigeria,Oyo,Ibarapa Central,3.3355,7.4167,ACTLNG000243,NOT-1,ACPONG002192,NK,13.825625,2017,5,1,01/05/2017,15/07/2016,2016,7,15
85,Nigeria,SW Nigeria,Oyo,Ibarapa Central,3.3355,7.4167,ACTLNG000243,NOT-1,ACPONG002182,CON,7.0075,2017,5,1,01/05/2017,15/07/2016,2016,7,15
86,Nigeria,SW Nigeria,Oyo,Ibarapa Central,3.3355,7.4167,ACTLNG000243,NOT-1,ACPONG002222,NPK_micro,5.286875,2017,5,1,01/05/2017,15/07/2016,2016,7,15
87,Nigeria,SW Nigeria,Osun,Ede South,4.3827,7.6545,ACTLNG000249,NOT-1,ACPONG001987,CON,25.010625,2017,7,26,26/07/2017,15/07/2016,2016,7,15
88,Nigeria,SW Nigeria,Osun,Ede South,4.3827,7.6545,ACTLNG000249,NOT-1,ACPONG001937,NK,33.626875,2017,7,26,26/07/2017,15/07/2016,2016,7,15
89,Nigeria,SW Nigeria,Osun,Ede South,4.3827,7.6545,ACTLNG000249,NOT-1,ACPONG001967,NPK,33.16625,2017,7,26,26/07/2017,15/07/2016,2016,7,15
90,Nigeria,SW Nigeria,Osun,Ede South,4.3827,7.6545,ACTLNG000249,NOT-1,ACPONG001947,half_NPK,33.23875,2017,7,26,26/07/2017,15/07/2016,2016,7,15
91,Nigeria,SW Nigeria,Osun,Ede South,4.3827,7.6545,ACTLNG000249,NOT-1,ACPONG001957,PK,36.07625,2017,7,26,26/07/2017,15/07/2016,2016,7,15
92,Nigeria,SW Nigeria,Osun,Ede South,4.3827,7.6545,ACTLNG000249,NOT-1,ACPONG001927,NP,26.7125,2017,7,26,26/07/2017,15/07/2016,2016,7,15
93,Nigeria,SW Nigeria,Osun,Ede South,4.3827,7.6545,ACTLNG000249,NOT-1,ACPONG001997,NPK_micro,29.721875,2017,7,26,26/07/2017,15/07/2016,2016,7,15
94,Nigeria,SW Nigeria,Osun,Ede South,4.3827,7.6545,ACTLNG000249,NOT-1,ACPONG001977,NPK,29.521875,2017,7,26,26/07/2017,15/07/2016,2016,7,15
95,Nigeria,SW Nigeria,Oyo,Ibarapa Central,3.3346,7.4163,ACTLNG000285,NOT-1,ACPONG001892,NPK,5.979375,2017,5,1,01/05/2017,15/07/2016,2016,7,15
96,Nigeria,SW Nigeria,Oyo,Ibarapa Central,3.3346,7.4163,ACTLNG000285,NOT-1,ACPONG001902,NPK,3.371875,2017,5,1,01/05/2017,15/07/2016,2016,7,15
97,Nigeria,SW Nigeria,Oyo,Ibarapa Central,3.3346,7.4163,ACTLNG000285,NOT-1,ACPONG001922,NK,2.491875,2017,5,1,01/05/2017,15/07/2016,2016,7,15
98,Nigeria,SW Nigeria,Oyo,Ibarapa Central,3.3346,7.4163,ACTLNG000285,NOT-1,ACPONG001882,CON,1.1375,2017,5,1,01/05/2017,15/07/2016,2016,7,15
99,Nigeria,SW Nigeria,Oyo,Ibarapa Central,3.3346,7.4163,ACTLNG000285,NOT-1,ACPONG001932,NP,4.726875,2017,5,1,01/05/2017,15/07/2016,2016,7,15
100,Nigeria,SW Nigeria,Oyo,Ibarapa Central,3.3346,7.4163,ACTLNG000285,NOT-1,ACPONG000506,half_NPK,4.825,2017,5,1,01/05/2017,15/07/2016,2016,7,15
101,Nigeria,SW Nigeria,Oyo,Ibarapa Central,3.3346,7.4163,ACTLNG000285,NOT-1,ACPONG001942,NPK_micro,3.13375,2017,5,1,01/05/2017,15/07/2016,2016,7,15
102,Nigeria,SW Nigeria,Oyo,Ibarapa Central,3.3346,7.4163,ACTLNG000285,NOT-1,ACPONG001912,PK,0.33375,2017,5,1,01/05/2017,15/07/2016,2016,7,15
103,Nigeria,SW Nigeria,Ogun,Odeda,3.5294,7.3266,ACTLNG000299,NOT-1,ACPONG002037,half_NPK,20.9416875,2017,7,23,23/07/2017,15/07/2016,2016,7,15
104,Nigeria,SW Nigeria,Ogun,Odeda,3.5294,7.3266,ACTLNG000299,NOT-1,ACPONG002017,NP,13.1650625,2017,7,23,23/07/2017,15/07/2016,2016,7,15
105,Nigeria,SW Nigeria,Ogun,Odeda,3.5294,7.3266,ACTLNG000299,NOT-1,ACPONG002047,NK,16.078125,2017,7,23,23/07/2017,15/07/2016,2016,7,15
106,Nigeria,SW Nigeria,Ogun,Odeda,3.5294,7.3266,ACTLNG000299,NOT-1,ACPONG002187,NPK_micro,20.360625,2017,7,23,23/07/2017,15/07/2016,2016,7,15
107,Nigeria,SW Nigeria,Ogun,Odeda,3.5294,7.3266,ACTLNG000299,NOT-1,ACPONG001817,CON,14.84775,2017,7,23,23/07/2017,15/07/2016,2016,7,15
108,Nigeria,SW Nigeria,Ogun,Odeda,3.5294,7.3266,ACTLNG000299,NOT-1,ACPONG002027,PK,17.5423125,2017,7,23,23/07/2017,15/07/2016,2016,7,15
109,Nigeria,SW Nigeria,Ogun,Odeda,3.5294,7.3266,ACTLNG000299,NOT-1,ACPONG002227,NPK,22.958875,2017,7,23,23/07/2017,15/07/2016,2016,7,15
110,Nigeria,SW Nigeria,Ogun,Odeda,3.5294,7.3266,ACTLNG000299,NOT-1,ACPONG002217,NPK,30.9509375,2017,7,23,23/07/2017,15/07/2016,2016,7,15
111,Nigeria,SW Nigeria,Ogun,Odeda,3.4473,7.2369,ACTLNG000310,NOT-1,ACPONG000318,half_NPK,5.070625,2017,4,24,24/04/2017,15/07/2016,2016,7,15
112,Nigeria,SW Nigeria,Ogun,Odeda,3.4473,7.2369,ACTLNG000310,NOT-1,ACPONG000258,NPK,18.119875,2017,4,24,24/04/2017,15/07/2016,2016,7,15
113,Nigeria,SW Nigeria,Ogun,Odeda,3.4473,7.2369,ACTLNG000310,NOT-1,ACPONG000288,NK,11.503625,2017,4,24,24/04/2017,15/07/2016,2016,7,15
114,Nigeria,SW Nigeria,Ogun,Odeda,3.4473,7.2369,ACTLNG000310,NOT-1,ACPONG000268,NPK,9.3243125,2017,4,24,24/04/2017,15/07/2016,2016,7,15
115,Nigeria,SW Nigeria,Ogun,Odeda,3.4473,7.2369,ACTLNG000310,NOT-1,ACPONG000328,PK,7.5120625,2017,4,24,24/04/2017,15/07/2016,2016,7,15
116,Nigeria,SW Nigeria,Ogun,Odeda,3.4473,7.2369,ACTLNG000310,NOT-1,ACPONG000298,CON,9.5915,2017,4,24,24/04/2017,15/07/2016,2016,7,15
117,Nigeria,SW Nigeria,Ogun,Odeda,3.4473,7.2369,ACTLNG000310,NOT-1,ACPONG000308,NPK_micro,16.9858125,2017,4,24,24/04/2017,15/07/2016,2016,7,15
118,Nigeria,SW Nigeria,Ogun,Odeda,3.4473,7.2369,ACTLNG000310,NOT-1,ACPONG000278,NP,13.3938125,2017,4,24,24/04/2017,15/07/2016,2016,7,15
119,Nigeria,SW Nigeria,Osun,Ede South,4.3905,7.6615,ACTLNG000319,NOT-1,ACPONG001960,NPK,51.548125,2017,7,28,28/07/2017,15/07/2016,2016,7,15
120,Nigeria,SW Nigeria,Osun,Ede South,4.3905,7.6615,ACTLNG000319,NOT-1,ACPONG001930,PK,46.548125,2017,7,28,28/07/2017,15/07/2016,2016,7,15
121,Nigeria,SW Nigeria,Osun,Ede South,4.3905,7.6615,ACTLNG000319,NOT-1,ACPONG001800,NPK,18.0075,2017,7,28,28/07/2017,15/07/2016,2016,7,15
122,Nigeria,SW Nigeria,Osun,Ede South,4.3905,7.6615,ACTLNG000319,NOT-1,ACPONG001970,NPK_micro,68.120625,2017,7,28,28/07/2017,15/07/2016,2016,7,15
123,Nigeria,SW Nigeria,Osun,Ede South,4.3905,7.6615,ACTLNG000319,NOT-1,ACPONG001980,NP,73.358125,2017,7,28,28/07/2017,15/07/2016,2016,7,15
124,Nigeria,SW Nigeria,Osun,Ede South,4.3905,7.6615,ACTLNG000319,NOT-1,ACPONG001950,CON,65.0925,2017,7,28,28/07/2017,15/07/2016,2016,7,15
125,Nigeria,SW Nigeria,Osun,Ede South,4.3905,7.6615,ACTLNG000319,NOT-1,ACPONG001940,NK,32.15375,2017,7,28,28/07/2017,15/07/2016,2016,7,15
126,Nigeria,SW Nigeria,Osun,Ede South,4.3905,7.6615,ACTLNG000319,NOT-1,ACPONG001850,half_NPK,40.746875,2017,7,28,28/07/2017,15/07/2016,2016,7,15
127,Nigeria,SE Nigeria,Benue,Okpokwu,7.7768,7.0694,ACTLNG000342,NOT-1,ACPONG003807,half_NPK,51.875,2017,9,9,09/09/2017,20/06/2016,2016,6,20
128,Nigeria,SE Nigeria,Benue,Okpokwu,7.7768,7.0694,ACTLNG000342,NOT-1,ACPONG004327,CON,40.1875,2017,9,9,09/09/2017,20/06/2016,2016,6,20
129,Nigeria,SE Nigeria,Benue,Okpokwu,7.7768,7.0694,ACTLNG000342,NOT-1,ACPONG004311,PK,48.125,2017,9,9,09/09/2017,20/06/2016,2016,6,20
130,Nigeria,SE Nigeria,Benue,Okpokwu,7.7768,7.0694,ACTLNG000342,NOT-1,ACPONG004279,NK,55.75,2017,9,9,09/09/2017,20/06/2016,2016,6,20
131,Nigeria,SE Nigeria,Benue,Okpokwu,7.7768,7.0694,ACTLNG000342,NOT-1,ACPONG004303,NP,59,2017,9,9,09/09/2017,20/06/2016,2016,6,20
132,Nigeria,SE Nigeria,Benue,Okpokwu,7.7768,7.0694,ACTLNG000342,NOT-1,ACPONG004319,NPK,63.5625,2017,9,9,09/09/2017,20/06/2016,2016,6,20
133,Nigeria,SE Nigeria,Benue,Okpokwu,7.7768,7.0694,ACTLNG000342,NOT-1,ACPONG004295,NPK,53.625,2017,9,9,09/09/2017,20/06/2016,2016,6,20
134,Nigeria,SE Nigeria,Benue,Okpokwu,7.7768,7.0694,ACTLNG000342,NOT-1,ACPONG003863,NPK_micro,66.875,2017,9,9,09/09/2017,20/06/2016,2016,6,20
135,Nigeria,SE Nigeria,Benue,Katsina- Ala,9.3671,7.2371,ACTLNG000359,NOT-1,ACPONG002681,NPK_micro,28.9375,2017,8,30,30/08/2017,20/06/2016,2016,6,20
136,Nigeria,SE Nigeria,Benue,Katsina- Ala,9.3671,7.2371,ACTLNG000359,NOT-1,ACPONG002665,NP,42.75,2017,8,30,30/08/2017,20/06/2016,2016,6,20
137,Nigeria,SE Nigeria,Benue,Katsina- Ala,9.3671,7.2371,ACTLNG000359,NOT-1,ACPONG002641,NPK,51.25,2017,8,30,30/08/2017,20/06/2016,2016,6,20
138,Nigeria,SE Nigeria,Benue,Katsina- Ala,9.3671,7.2371,ACTLNG000359,NOT-1,ACPONG004252,CON,30.5,2017,8,30,30/08/2017,20/06/2016,2016,6,20
139,Nigeria,SE Nigeria,Benue,Katsina- Ala,9.3671,7.2371,ACTLNG000359,NOT-1,ACPONG002689,half_NPK,32.6875,2017,8,30,30/08/2017,20/06/2016,2016,6,20
140,Nigeria,SE Nigeria,Benue,Katsina- Ala,9.3671,7.2371,ACTLNG000359,NOT-1,ACPONG002657,PK,36.375,2017,8,30,30/08/2017,20/06/2016,2016,6,20
141,Nigeria,SE Nigeria,Benue,Katsina- Ala,9.3671,7.2371,ACTLNG000359,NOT-1,ACPONG002649,NPK,36.8125,2017,8,30,30/08/2017,20/06/2016,2016,6,20
142,Nigeria,SE Nigeria,Benue,Katsina- Ala,9.3671,7.2371,ACTLNG000359,NOT-1,ACPONG002673,NK,45.25,2017,8,30,30/08/2017,20/06/2016,2016,6,20
143,Nigeria,SE Nigeria,Benue,Katsina- Ala,9.4193,7.2998,ACTLNG000364,NOT-1,ACPONG004460,NK,23.875,2017,9,2,02/09/2017,20/06/2016,2016,6,20
144,Nigeria,SE Nigeria,Benue,Katsina- Ala,9.4193,7.2998,ACTLNG000364,NOT-1,ACPONG004428,half_NPK,41.125,2017,9,2,02/09/2017,20/06/2016,2016,6,20
